id_bien,no_voie,btq,type_voie,voie,type_local,surface_reelle_bati,nb_pieces_principales,surface_terrain,id_codedep_codecommune
14683,6,,RUE,DE L'ABBE BONPAIN,Appartement,78,5,,59009
14684,3,,RES,FLANDRE,Appartement,98,3,,59163
14685,,,ALL,DES JACINTHES,Appartement,65,3,,59173
14686,1,,RUE,DE L ARBRISSEAU,Appartement,50,2,,59220
14687,34,,RUE,DU PARC,Appartement,52,2,,59368
14688,230,,AV,DE LA REPUBLIQUE,Appartement,25,1,,59368
14689,58,,RUE,EMILE DELLETTE,Appartement,46,2,,59646
14690,25,,ALL,DU VALOIS,Appartement,56,3,,60141
14691,1,,RUE,AIME CESAIRE,Appartement,53,3,,62065
14692,67,,RUE,DE LA TOUR D ODRE,Appartement,71,2,,62160
14693,5005,F,RES,L'ARTESIENNE,Appartement,47,2,,62587
14694,6,,RUE,MAURICE LINGLIN,Appartement,78,3,,62765
14695,1,,AV,LAHONTINE,Appartement,32,2,,64122
14696,7,,AV,DES MIMOSAS,Appartement,75,3,,64260
14697,9,,BD,THIERS,Appartement,112,5,,64483
14698,15,,PL,CLEMENCEAU,Appartement,32,1,,65025
14699,18,,RTE,DE PIERREFITTE,Appartement,45,3,,65138
14700,83,B,RUE,KLEBER PROLONGEE,Appartement,53,3,,65440
14701,1,C,RUE,DUPONT,Appartement,88,4,,65440
14702,1725,,RTE,DE LA GIRAUDIERE,Appartement,53,3,,69067
14703,2,,IMP,DU MONTEILLER,Appartement,40,1,,69143
14704,639,,RUE,NATIONALE,Appartement,57,2,,69264
14705,238,,RUE,GARIBALDI,Appartement,58,2,,69383
14706,43,,RUE,EUGENE PONS,Appartement,30,2,,69384
14707,18,,RUE,JOSEPHIN SOULARY,Appartement,77,3,,69384
14708,23,,BD,DES CASTORS,Appartement,85,4,,69385
14709,11,,RUE,MARIE MADELEINE FOURCADE,Appartement,75,3,,69387
14710,8,T,RUE,D'ALGER,Appartement,39,2,,72181
14711,43,,BD,MAL DE TASSIGNY,Appartement,26,1,,73008
14712,7,,RUE,DU PONT ROMAIN,Appartement,96,4,,74010
14713,32,,RUE,DU DOCTEUR COQUAND,Appartement,64,3,,74012
14714,26,,RUE,DE VALLARD,Appartement,17,1,,74133
14715,5,,RUE,DES PROUVAIRES,Appartement,55,2,,75101
14716,34,,RUE,D ABOUKIR,Appartement,65,4,,75102
14717,15,,BD,DE BONNE NOUVELLE,Appartement,78,3,,75102
14718,9,,RUE,DES GRAVILLIERS,Appartement,20,1,,75103
14719,10,,RUE,BOUTAREL,Appartement,45,2,,75104
14720,8,,RUE,GEOFFROY ST HILAIRE,Appartement,48,1,,75105
14721,3,,RUE,SAINTE BEUVE,Appartement,25,1,,75106
14722,33,,RUE,DE LILLE,Appartement,15,2,,75107
14723,61,,RUE,DE VARENNE,Appartement,117,4,,75107
14724,9,,AV,DE BRETEUIL,Appartement,167,5,,75107
14725,5,,RUE,DU CHAMP DE MARS,Appartement,17,1,,75107
14726,14,,RUE,MALAR,Appartement,18,1,,75107
14727,2,,RUE,MALEVILLE,Appartement,40,2,,75108
14728,28,,RUE,PETRELLE,Appartement,30,2,,75109
14729,22,,RUE,PETRELLE,Appartement,34,2,,75109
14730,257,,RUE,DU FBG ST MARTIN,Appartement,30,1,,75110
14731,170,,RUE,DU FBG SAINT DENIS,Appartement,48,2,,75110
14732,8,,RUE,VALENCIENNES,Appartement,121,5,,75110
14733,111,,BD,DE MAGENTA,Appartement,119,4,,75110
14734,62,,RUE,DU FBG SAINT DENIS,Appartement,42,2,,75110
14735,90,,RUE,DU FAUBOURG DU TEMPLE,Appartement,40,1,,75111
14736,58,,RUE,DE LA FONTAINE AU ROI,Appartement,61,3,,75111
14737,102,,RUE,AMELOT,Appartement,70,3,,75111
14738,161,,AV,LEDRU ROLLIN,Appartement,71,4,,75111
14739,61,,BD,PONIATOWSKI,Appartement,76,3,,75112
14740,8,B,RUE,DES GOBELINS,Appartement,25,2,,75113
14741,98,,BD,AUGUSTE BLANQUI,Appartement,42,2,,75113
14742,110,,AV,DENFERT ROCHEREAU,Appartement,110,6,,75114
14743,66,,AV,JEAN MOULIN,Appartement,26,2,,75114
14744,151,,RUE,DU CHATEAU,Appartement,24,1,,75114
14745,163,,BD,LEFEBVRE,Appartement,38,2,,75115
14746,4,,RUE,MARIO NIKIS,Appartement,55,3,,75115
14747,14,,RUE,DE LA CROIX NIVERT,Appartement,36,2,,75115
14748,15,,RUE,DANIEL STERN,Appartement,33,2,,75115
14749,20,,RUE,LAKANAL,Appartement,27,2,,75115
14750,71,,RUE,DES CEVENNES,Appartement,28,1,,75115
14751,6,,RUE,DES BERGERS,Appartement,61,3,,75115
14752,15,,RUE,DES BELLES FEUILLES,Appartement,55,3,,75116
14753,8,B,RUE,LAURENT PICHAT,Appartement,50,2,,75116
14754,18,,RUE,LALO,Appartement,182,6,,75116
14755,13,,RUE,DE L ARC DE TRIOMPHE,Appartement,74,4,,75117
14756,44,,RUE,DE LEVIS,Appartement,44,3,,75117
14757,30,,RUE,NOLLET,Appartement,36,2,,75117
14758,74,,PL,DU DR F. LOBLIGEOIS,Appartement,44,3,,75117
14759,26,,RUE,DAUTANCOURT,Appartement,29,2,,75117
14760,5,,RUE,HOUDON,Appartement,78,4,,75118
14761,14,,RUE,CHAMPIONNET,Appartement,20,2,,75118
14762,15,,RUE,DE SUEZ,Appartement,12,1,,75118
14763,242,,BD,DE LA VILLETTE,Appartement,20,2,,75119
14764,204,,RUE,DE CRIMEE,Appartement,44,2,,75119
14765,80,,RUE,ALEXANDRE DUMAS,Appartement,29,2,,75120
14766,36,,AV,JEAN JAURES,Appartement,16,1,,76498
14767,4,,RUE,DES CHALANDS,Appartement,70,3,,77058
14768,6,,RUE,DE LA LIBERATION,Appartement,45,2,,77153
14769,69,,AV,DU MARECHAL LECLERC,Appartement,55,3,,77153
14770,22,,RUE,DE LA HOUE,Appartement,56,3,,77268
14771,36,,RUE,DAJOT,Appartement,17,1,,77288
14772,4,,RUE,DES CAMPOUAIS,Appartement,41,2,,77389
14773,36,,RUE,JACQUES MADELIN,Appartement,38,1,,77407
14774,2,,RUE,HENRI BECQUEREL,Appartement,27,1,,77445
14775,40,,RUE,LOUIS BECTARD,Appartement,46,2,,77479
14776,58,,RUE,DES PONTS,Appartement,101,4,,78190
14777,7,,SQ,DE VERSAILLES,Appartement,51,3,,78372
14778,13,,AV,DE L ABREUVOIR,Appartement,71,3,,78372
14779,10,,PL,DE WICKLOW,Appartement,33,1,,78423
14780,104,,RUE,DE LA BRUYERE,Appartement,62,3,,78498
14781,36,,RUE,DE LA BRUYERE,Appartement,58,3,,78498
14782,23,,RUE,D ANGIVILLER,Appartement,20,1,,78517
14783,73,,RUE,PEREIRE,Appartement,63,3,,78551
14784,8,,RUE,DU GENERAL GALLIENI,Appartement,59,4,,78686
14785,54,,RUE,DES PRES AUX BOIS,Appartement,38,2,,78686
14786,15,,RUE,DU CHATEAU,Appartement,60,2,,79124
14787,15,,ALL,PASTEL,Maison,90,4,,80021
14788,11,,PL,DE L HOTEL DE VILLE,Appartement,32,2,,80021
14789,24,,RUE,DU FORT,Appartement,80,3,,82121
14790,5955,,AV,DES ALLIES,Appartement,27,1,,83036
14791,5,,RUE,VOLTAIRE,Appartement,38,2,,83069
14792,18,,AV,NOCART,Appartement,34,1,,83069
14793,11,,AV,MEDITERRANEE,Appartement,23,1,,83069
14794,267,,BD,DOCTEUR CHARLES BARNIER,Appartement,110,5,,83137
14795,42,,RUE,AMBROISE CROIZAT,Appartement,50,2,,83140
14796,17,,RUE,HENRY LE CHATELIER,Maison,70,4,,84007
14797,7,,IMP,DE L EPI,Appartement,18,1,,84007
14798,6426,F,RUE,ARISTIDE BRIAND,Appartement,30,2,,84137
14799,2,,RUE,DE LA GITE,Maison,83,4,,85092
14800,13,,RUE,JOSEPH BENATIER,Appartement,28,1,,85194
14801,19,,CHE,DE LA BOTTE MOLLE,Appartement,28,1,,86194
14802,65,,RUE,DE LORRAINE,Appartement,72,4,,88209
14803,21,,RUE,BAUGRU,Appartement,62,3,,88383
14804,7,,RUE,EDMOND YVON,Appartement,35,1,,91027
14805,45,,RUE,DES 3 CHENES,Appartement,68,3,,91114
14806,15,,PL,GALIGNANI,Appartement,34,2,,91174
14807,4,,RUE,DE LA ROCHE BENOTTE,Appartement,20,1,,91226
14808,13,,PL,ANATOLE FRANCE,Appartement,62,4,,91326
14809,95,,RUE,PDT FRANCOIS MITTERRAND,Appartement,35,2,,91345
14810,4,,PL,SCHOELCHER,Appartement,50,2,,91345
14811,2,,RES,MOULIN DE VALNAZE,Appartement,74,3,,91433
14812,24,,RUE,ARCHANGE,Appartement,35,1,,91471
14813,27,,AV,DE LA RESISTANCE,Maison,53,2,,91691
14814,35,,RUE,ROGER SALENGRO,Appartement,27,2,,92002
14815,15,,AV,JULES FERRY,Appartement,84,4,,92002
14816,40,,RUE,FRANKLIN,Appartement,90,4,,92004
14817,1,,RUE,PIERRE JOIGNEAUX,Appartement,42,1,,92004
14818,209,,RUE,DU MENIL,Appartement,74,3,,92004
14819,13,,AV,ANATOLE FRANCE,Appartement,22,1,,92024
14820,18,,RUE,PETIT,Appartement,31,2,,92024
14821,5,,RUE,CURTON,Appartement,34,2,,92024
14822,1,,RUE,VICTOR HUGO,Appartement,80,3,,92025
14823,2,,ALL,MICHEL ANGE,Appartement,18,1,,92026
14824,3,,RUE,WATTEAU,Appartement,65,3,,92026
14825,18,,RUE,DU 22 SEPTEMBRE,Appartement,78,4,,92026
14826,97,,BD,SAINT DENIS,Appartement,24,1,,92026
14827,6,,AV,DE CHATEAU DU LOIR,Appartement,45,2,,92026
14828,49,,AV,PAUL LANGEVIN,Appartement,52,3,,92032
14829,101,,RUE,ARISTIDE BRIAND,Appartement,35,2,,92044
14830,13,,RUE,EMILE ZOLA,Appartement,80,3,,92046
14831,40,,RUE,DE LA TOUR,Appartement,27,2,,92046
14832,2,,RUE,EDMOND CHAMPEAUD,Appartement,40,2,,92049
14833,149,,AV,CHARLES DE GAULLE,Appartement,17,1,,92051
14834,5,,BD,DU CHATEAU,Appartement,156,5,,92051
14835,6,,RUE,PUVIS DE CHAVANNE,Appartement,27,1,,92051
14836,31,,RUE,DU QUATRE SEPTEMBRE,Appartement,59,3,,92063
14837,40,,RUE,GAMBETTA,Appartement,58,3,,92073
14838,7,,ALL,DES TILLEULS,Appartement,36,2,,93014
14839,26,,ALL,DU CLOCHER D AULNAY,Appartement,26,2,,93046
14840,8,,AV,DES ABRICOTS,Appartement,44,2,,93047
14841,30,,RUE,MARCEAU,Appartement,70,3,,93048
14842,12,,RUE,D ESTIENNE D ORVES,Maison,60,3,,93050
14843,2,,ALL,DU VAL FLEURI,Appartement,55,3,,93051
14844,4,B,BD,DU MIDI,Appartement,79,3,,93062
14845,2,,RUE,SAINT DENIS,Appartement,87,4,,93064
14846,4,,ALL,DE LA DEUXIEME DB,Appartement,15,1,,93064
14847,22,,AV,GABRIEL PERI,Appartement,42,2,,93070
14848,1,B,RUE,DE NEUILLY,Appartement,25,2,,93077
14849,47,,AV,DU RAINCY,Appartement,65,3,,93077
14850,8,,RUE,CHARLES DE GAULLE,Appartement,55,3,,94002
14851,5,,RUE,FRANCOISE DOLTO,Appartement,94,4,,94011
14852,29,,QUAI,LOUIS FERBER,Appartement,29,1,,94015
14853,7,,AV,DU PRESIDENT WILSON,Appartement,60,3,,94016
14854,117,B,RUE,DE PARIS,Appartement,45,2,,94018
14855,25,,RUE,REPUBLIQUE,Appartement,62,4,,94018
14856,7,,RUE,SAINT SIMON,Appartement,67,3,,94028
14857,30,,RUE,EMILE BOUTRAIS,Appartement,59,3,,94033
14858,32,,BD,PASTEUR,Appartement,74,4,,94034
14859,6,,ALL,DE L OSERAIE,Appartement,74,4,,94034
14860,13,,RUE,MARCEAU,Appartement,26,2,,94041
14861,14,,AV,DU PROFESSEUR CADIOT,Appartement,73,4,,94046
14862,1,,RUE,DES MACONS,Appartement,42,2,,94054
14863,35,,AV,GABRIEL PERI,Appartement,59,3,,94080
14864,138,,AV,DE PARIS,Appartement,27,1,,94080
14865,29,,AV,DE LA COMMUNE PARIS,Appartement,60,3,,94081
14866,83,,RUE,ANTONIN G BELIN,Appartement,29,2,,95018
14867,118,,RUE,JEAN JAURES,Appartement,66,3,,95019
14868,5,,RUE,GEORGES RISLER,Appartement,55,3,,95197
14869,10,,RUE,MATHIEU CHAZOTTE,Appartement,47,2,,95197
14870,38,,RUE,DU DEPART,Appartement,58,3,,95210
14871,45,,RUE,DES THERMES,Appartement,38,2,,95210
14872,57,,AV,ROGER GUICHARD,Appartement,43,2,,95218
14873,7,,,LES RAYES BRUNES,Appartement,77,4,,95218
14874,4,,RUE,DE FREPILLON,Appartement,25,1,,95394
14875,4,,MAIL,DE LA FONTAINE MARTIN,Appartement,22,1,,95491
14876,9,,PL,DE LA PISCINE,Appartement,62,3,,95500
14877,5,,SQ,DU PONT VERT,Appartement,64,3,,95572
14878,4,,RUE,DE L OISE,Appartement,65,2,,95572
14879,34,,RUE,PIERRE BEREGOVOY,Appartement,75,4,,95607
14880,8,,AV,DE VILLAINE,Appartement,35,2,,06012
14881,26,,RUE,DU CHANOINE TH.GIAUME,Appartement,40,1,,06015
14882,31,,AV,CYRILLE BESSET,Appartement,41,2,,06027
14883,40,,CHE,DES BREGUIERES,Appartement,36,1,,06030
14884,28,,RUE,PIETRA SCRITTA,Appartement,40,2,,06083
14885,96,,AV,CORNICHE FLEURIE,Appartement,78,4,,06088
14886,290,,AV,SAINT HUBERT,Appartement,24,1,,06123
14887,861,,AV,PIERRE SAUVAIGO,Appartement,104,5,,06123
14888,5,,RUE,DU PLATEAU CALLISTE,Appartement,25,1,,06123
14889,650,,AV,DU GAL DE GAULLE,Appartement,51,2,,06123
14890,231,,AV,JEAN AICARD,Appartement,41,2,,06123
14891,53,,RUE,PDT DOUMERGUE,Appartement,25,1,,06132
14892,113,,AV,DU HUIT MAI 1945,Appartement,68,3,,07324
14893,2,,RUE,CLEMENT ADER,Appartement,61,3,,11069
14894,698,,BD,DU PECH MAYNAUD,Appartement,18,1,,11170
14895,3,,RES,LES PORTES DE LA PLAGE 2,Appartement,38,3,,11202
14896,1,,AV,MAL DE LATTRE DE TASSIGNY,Appartement,42,2,,11262
14897,348,,RES,BALCONS D L MEDITERRANEE 2,Appartement,26,2,,11262
14898,5764,,,LE VILLAGE,Appartement,93,3,,13007
14899,1,,PL,AUX HUILES,Appartement,63,1,,13201
14900,41,,RUE,D ISOARD,Appartement,16,1,,13201
14901,47,,RUE,DE LA REPUBLIQUE,Appartement,29,1,,13202
14902,27,,RUE,DU GENIE,Appartement,41,2,,13203
14903,139,,AV,CAMILLE PELLETAN,Appartement,40,2,,13203
14904,5001,,CITE,BEAUSOLEIL B ROUX PR,Appartement,62,4,,13204
14905,89,,BD,LOUIS BOTINELLY,Appartement,92,4,,13204
14906,29,,RUE,SAINTE SOPHIE,Appartement,40,2,,13204
14907,1,,RUE,LINNE,Appartement,43,2,,13204
14908,42,,CRS,GOUFFE,Appartement,59,2,,13206
14909,331,,AV,DU PRADO,Appartement,97,4,,13208
14910,4,,RUE,DE LA CALANQUE,Appartement,51,3,,13208
14911,9046,,CHE,DU VAL DES BOIS,Maison,108,5,,13209
14912,107,,BD,DU CABOT,Appartement,77,4,,13209
14913,5168,,,RES LES JARDINS D'EDEN,Appartement,101,3,,13209
14914,51,,BD,BOUYALA D ARNAUD,Appartement,46,2,,13212
14915,266,,AV,DES POILUS,Appartement,70,3,,13212
14916,58,,RUE,DE LA MAURELLE,Appartement,61,3,,13213
14917,39,,CHE,DE GIBBES,Appartement,59,4,,13214
14918,5001,F,RUE,DE MISSIRI,Appartement,82,4,,13214
14919,23,,RUE,GABRIEL AUDISIO,Appartement,74,4,,13214
14920,3,,ESP,MOMMERS,Appartement,39,2,,14366
14921,1,B,IMP,DES PERDRIX,Appartement,55,3,,16154
14922,6021,,,FIEF BREUILLET,Appartement,51,2,,17127
14923,17,,RUE,DE LA REPUBLIQUE,Maison,84,4,,17333
14924,,,ALL,DES ARCADES,Appartement,65,3,,22179
14925,13,,RUE,GUSTAVE EIFFEL,Appartement,77,4,,22278
14926,9,,IMP,FAYOLLE,Appartement,70,4,,23096
14927,7,,SQ,SAINT AMOUR,Appartement,117,4,,25056
14928,36,,AV,CARNOT,Appartement,100,3,,25056
14929,2,,RUE,DES MAGNOLIAS,Appartement,20,1,,26197
14930,12,,BD,DE NORMANDIE,Appartement,87,5,,27229
14931,55,,RUE,GABRIEL PERI,Appartement,89,4,,28085
14932,9,C,RUE,NICOCHET,Appartement,55,3,,28085
14933,1,,RUE,DE LA PAIX,Appartement,51,2,,28110
14934,14,,RUE,GEORGE SAND,Appartement,51,2,,28209
14935,9001,,RES,MONTE MARE  AVE MAL JUIN,Appartement,51,2,,2A004
14936,15,,CRS,JEAN NICOLI,Appartement,63,3,,2A004
14937,9001,,RES,LES HORIZONS,Appartement,79,3,,2A004
14938,120,,RUE,DU FENOUIL,Appartement,36,2,,30133
14939,411,,CHE,DU GOLF,Appartement,44,2,,30189
14940,6,,RUE,ERNEST DAUDET,Appartement,63,3,,30189
14941,66,,AV,DE BORDEAUX,Maison,75,3,,33005
14942,26,,AV,DES ROUGES GORGES,Maison,65,2,,33011
14943,2,,RUE,LAFAYETTE,Appartement,13,1,,33032
14944,18,,RUE,CLARE,Appartement,32,1,,33063
14945,23,,AV,DE LA REPUBLIQUE,Appartement,25,1,,33229
14946,9012,,AV,DU SEMAPHORE CAP FERRET,Maison,85,3,,33236
14947,14,,AV,DU MARECHAL LECLERC,Appartement,46,2,,33281
14948,340,,CRS,DE LA LIBERATION,Appartement,18,1,,33522
14949,28,T,RUE,PAUL DOUMER,Maison,72,4,,33522
14950,20,,RUE,BOURGES,Appartement,43,2,,33522
14951,26,,RUE,GAY,Appartement,21,1,,33522
14952,690,,CRS,DE LA LIBERATION,Appartement,21,1,,33522
14953,11,,RUE,DE L ESPLANADE,Appartement,24,1,,34023
14954,37,,AV,DE LODEVE,Appartement,67,4,,34028
14955,96,,RTE,DE MONTPELLIER,Appartement,62,3,,34108
14956,5,,BD,PAUL VALERY,Appartement,51,3,,34157
14957,3,,AV,JEAN JAURES,Appartement,80,3,,35288
14958,25,,AV,DU PDT KENNEDY,Appartement,69,4,,37115
14959,58,,RUE,FELIX ESCLANGON,Appartement,18,1,,38185
14960,30,,RUE,EMILE GUEYMARD,Appartement,111,4,,38185
14961,17,,CRS,BERRIAT,Appartement,65,3,,38185
14962,5,,PL,CONDORCET,Appartement,82,3,,38185
14963,91,,RUE,ABBE GREGOIRE,Appartement,60,3,,38185
14964,709,,RTE,DE GIERES,Appartement,36,2,,38422
14965,1280,,RTE,D URIAGE,Appartement,100,3,,38422
14966,5815,,,AUX GLOVETTES,Appartement,16,1,,38548
14967,319,,RUE,DES CHARDONS BLEUS,Appartement,17,1,,38567
14968,1,,RUE,GAMBETTA,Appartement,22,1,,39368
14969,9004,,RUE,MOLIERE,Appartement,79,4,,42005
14970,290,,,LES TRAVERSES,Maison,41,2,,42039
14971,25,,RUE,DORIAN,Appartement,70,3,,42052
14972,5,,ALL,SULLY,Appartement,58,3,,42223
14973,32,,AV,DE MONDON,Maison,129,6,,43089
14974,13,,RUE,JEAN BARTHELEMY,Appartement,28,1,,43157
14975,9,,RUE,HENRI DE BOISFLEURY,Appartement,85,5,,44067
14976,19,,RUE,ALEXANDRE FOURNY,Appartement,11,1,,44109
14977,12,,RUE,EMILE PEHANT,Appartement,17,1,,44109
14978,20,,RUE,ANATOLE LE BRAZ,Appartement,17,1,,44109
14979,26,,AV,CHARLOTTE,Appartement,15,1,,44132
14980,16,,AV,PORSON,Appartement,38,2,,44132
14981,2,,RUE,DU GENERAL DUEZ,Appartement,20,1,,44190
14982,17,,RUE,DE NANTES,Appartement,48,2,,44204
14983,13,,PL,GASPARD DE COLIGNY,Appartement,42,2,,45234
14984,797,,RUE,DE LA MONTJOIE,Appartement,45,2,,45302
14985,10,,RUE,JACQUARD,Appartement,161,2,,47001
14986,72,,BD,EUGENE CHAUMIN,Appartement,52,2,,49007
14987,24,,RUE,DE LA MUTUALITE,Appartement,23,1,,49099
14988,4,,RUE,DU MOULIN VERT,Appartement,55,2,,49331
14989,12,,RUE,DU GENERAL SARRAIL,Appartement,51,2,,51230
14990,92,,RUE,L HOPITAL AUBAN MOET,Appartement,40,2,,51230
14991,17,,RUE,EMILE ZOLA,Appartement,19,1,,51454
14992,13,,RUE,DU FER A CHEVAL,Appartement,62,3,,52121
14993,6,B,RUE,DE VERDUN,Appartement,56,2,,54431
14994,83,,RUE,PAUL GUIEYSSE,Appartement,56,3,,56121
14995,148,,RUE,DE BELGIQUE,Appartement,42,2,,56121
14996,8116,,RUE,DE L'EPINETTE,Appartement,60,2,,56165
14997,2,,RUE,POULIGNER,Appartement,26,1,,56186
14998,17,,RES,DU NOUVEAU VILLAGE,Appartement,53,2,,59462
14999,25,,RUE,THIERS,Appartement,54,2,,59526
15000,171,,RUE,MA CAMPAGNE,Appartement,96,4,,59599
15001,32,,PL,JEANNE HACHETTE,Appartement,41,2,,60057
15002,22,,RUE,DE GRAMONT,Appartement,32,2,,60159
15003,32,,RUE,LEON BLUM,Appartement,25,1,,60175
15004,22,,ALL,DU BELLAY,Maison,66,3,,60463
15005,16,,RUE,ROBESPIERRE,Maison,82,4,,62099
15006,39,,RUE,DAURAT,Appartement,35,1,,63300
15007,8,,RUE,PANNECAU,Appartement,80,3,,64102
15008,15,,RUE,DU FORT,Appartement,81,3,,64371
15009,4,,RUE,DE L AUBERTRON,Appartement,28,1,,65286
15010,14,,RUE,ANDRE BREYER,Appartement,56,3,,65440
15011,16,,RUE,LEON DALLOZ,Appartement,72,4,,65440
15012,6,,RUE,VOLTAIRE,Appartement,35,1,,65440
15013,10,,RUE,DU PARC,Appartement,28,1,,66003
15014,6,,RUE,EMILE FOURNIER,Appartement,53,3,,69010
15015,200,,AV,FRANKLIN ROOSEVELT,Appartement,50,2,,69029
15016,12,,RUE,DE LA MAIRIE,Appartement,118,6,,69063
15017,826,,RTE,DES GRENADIERES,Appartement,52,3,,69208
15018,32,,AV,VIVIANI,Appartement,39,2,,69259
15019,85,,RUE,LAMARTINE,Appartement,14,1,,69264
15020,54,,RUE,GEORGES COURTELINE,Appartement,18,1,,69266
15021,97,,AV,JEAN JAURES,Appartement,82,4,,69290
15022,10,,RUE,ST POLYCARPE,Appartement,94,3,,69381
15023,108,,AV,LACASSAGNE,Appartement,125,6,,69383
15024,298,,CRS,LAFAYETTE,Appartement,47,2,,69383
15025,19,,RUE,PHILIPPE DE LASSALLE,Appartement,63,3,,69384
15026,150,,RUE,DE GERLAND,Appartement,39,2,,69387
15027,111,,RUE,MARIUS BERLIET,Appartement,38,1,,69388
15028,11,C,ALL,ANDRE MAROSELLI,Appartement,77,3,,70311
15029,76,,RUE,DU PETIT ARRONDAZ,Appartement,47,4,,73157
15030,29,,RUE,LOUIS CHAUMONTEL,Appartement,62,2,,74010
15031,165,,RUE,SAINT HONORE,Appartement,89,3,,75101
15032,88,,RUE,DE CLERY,Appartement,27,1,,75102
15033,113,,BD,BEAUMARCHAIS,Appartement,126,4,,75103
15034,11,,RUE,RAMBUTEAU,Appartement,45,2,,75104
15035,118,,RUE,DE VAUGIRARD,Appartement,35,1,,75106
15036,44,,RUE,SAINT PLACIDE,Appartement,15,1,,75106
15037,9,,RUE,DE MARIGNAN,Appartement,150,5,,75108
15038,165,,BD,HAUSSMANN,Appartement,131,5,,75108
15039,3,,RUE,DE CALAIS,Appartement,21,1,,75109
15040,19,,RUE,HENRY MONNIER,Appartement,19,1,,75109
15041,210,,RUE,DU FBG SAINT DENIS,Appartement,44,2,,75110
15042,83,,BD,DE MAGENTA,Appartement,38,2,,75110
15043,22,,PAS,DES RECOLLETS,Appartement,25,1,,75110
15044,6,,RUE,PIERRE CHAUSSON,Appartement,32,2,,75110
15045,121,,RUE,DU FBG DU TEMPLE,Appartement,41,2,,75110
15046,227,,RUE,LA FAYETTE,Appartement,56,3,,75110
15047,106,,RUE,SAINT MAUR,Appartement,12,1,,75111
15048,6,,PAS,CHARLES DALLERY,Appartement,32,2,,75111
15049,35,,RUE,DES BOULETS,Appartement,45,3,,75111
15050,35,,AV,DU DOC ARNOLD NETTER,Appartement,98,4,,75112
15051,8,,RUE,D AUSTERLITZ,Appartement,15,1,,75112
15052,150,,RUE,DU FBG ST ANTOINE,Appartement,77,3,,75112
15053,54,,BD,SAINT JACQUES,Appartement,85,4,,75114
15054,41,,RUE,REMY DUMONCEL,Appartement,36,3,,75114
15055,35,,RUE,PAUL FORT,Appartement,60,2,,75114
15056,177,,BD,BRUNE,Appartement,43,3,,75114
15057,12,,AV,JEAN MOULIN,Appartement,67,3,,75114
15058,26,,RUE,DE PLAISANCE,Appartement,19,1,,75114
15059,16,,RUE,DE LA PROCESSION,Appartement,57,3,,75115
15060,18,,RUE,YVART,Appartement,54,2,,75115
15061,35,,RUE,DES MORILLONS,Appartement,78,3,,75115
15062,7,,RUE,JOBBE DUVAL,Appartement,40,2,,75115
15063,1,,RUE,JULES SIMON,Appartement,50,3,,75115
15064,90,,RUE,CAMBRONNE,Appartement,59,3,,75115
15065,3,,RUE,ANTOINE BOURDELLE,Appartement,20,1,,75115
15066,2,,RUE,HENRI DUCHENE,Appartement,68,4,,75115
15067,15,,RUE,DE L ARC DE TRIOMPHE,Appartement,62,3,,75117
15068,161,,BD,MALESHERBES,Appartement,65,2,,75117
15069,179,,BD,MALESHERBES,Appartement,105,5,,75117
15070,14,,RUE,LECLUSE,Appartement,49,3,,75117
15071,11,,RUE,POUCHET,Appartement,28,2,,75117
15072,27,,RUE,SAUFFROY,Appartement,60,3,,75117
15073,21,,RUE,GUY MOQUET,Appartement,31,2,,75117
15074,11,,RUE,JOSEPH DIJON,Appartement,15,1,,75118
15075,12,,RUE,FERDINAND FLOCON,Appartement,54,3,,75118
15076,5,,RUE,LALLY TOLLENDAL,Appartement,23,1,,75119
15077,153,,RUE,DE CRIMEE,Appartement,18,1,,75119
15078,153,,AV,DE FLANDRE,Appartement,39,1,,75119
15079,22,,RUE,REMY DE GOURMONT,Appartement,76,4,,75119
15080,27,,RUE,DE LA CHINE,Appartement,60,3,,75120
15081,28,,RUE,DE LA CR DES NOUES,Appartement,39,3,,75120
15082,71,,RUE,SAINT BLAISE,Appartement,24,1,,75120
15083,12,,RUE,GEORGES GUYNEMER,Appartement,73,3,,76103
15084,38,B,BD,DE VERDUN,Appartement,50,3,,76217
15085,4,,BD,PDT RENE COTY,Appartement,85,3,,76254
15086,7,,RTE,DE CANY,Appartement,93,3,,76259
15087,24,,IMP,LACOME,Maison,105,6,408,76351
15088,41,B,RUE,VICTOR LESUEUR,Appartement,63,3,,76447
15089,8,,RTE,DE SAMOIS,Maison,98,5,,77014
15090,74,,AV,JEAN JAURES,Appartement,33,2,,77083
15091,2,,CHE,DES VERGERS,Appartement,40,2,,77111
15092,32,,RUE,DE LA BOISERIE,Appartement,19,1,,77268
15093,8,,RUE,PALAISOT,Appartement,39,2,,77350
15094,2,,RUE,AUX AULX,Appartement,50,2,,77379
15095,38,,RUE,FRANCOIS VILLON,Appartement,41,2,,77445
15096,2,,ALL,DES BELLES AULNES,Appartement,44,2,,77449
15097,16,,AV,JEAN MOULIN,Appartement,34,1,,78005
15098,43,,ALL,LOUIS GRUEL,Maison,109,5,,78073
15099,10,,RUE,DE BISSY,Maison,81,4,,78087
15100,6,,RES,TROIS FORETS,Appartement,62,3,,78092
15101,423,,RUE,DANIEL BLERVAQUE,Appartement,64,3,,78123
15102,35,,,RES ELYSEE 2,Appartement,71,3,,78126
