id_codedep_codecommune,dep_code,code_postal,nom_commune,pmun,ptot
01001,01,,L'Abergement-Clémenciat,779,798
01002,01,,L'Abergement-de-Varey,256,257
01003,01,,Amareins,,
01004,01,01500,Ambérieu-en-Bugey,14134,14514
01005,01,,Ambérieux-en-Dombes,1751,1776
01006,01,,Ambléon,112,118
01007,01,,Ambronay,2800,2915
01008,01,,Ambutrix,762,777
01009,01,,Andert-et-Condon,326,335
01010,01,,Anglefort,1105,1122
01011,01,,Apremont,368,379
01012,01,,Aranc,329,333
01013,01,,Arandas,143,147
01014,01,01100,Arbent,3349,3442
01015,01,,Arboys en Bugey,650,667
01016,01,,Arbigny,460,469
01017,01,,Argis,457,473
01018,01,,Arlod,,
01019,01,,Armix,27,31
01020,01,,Arnans,,
01021,01,,Ars-sur-Formans,1457,1485
01022,01,,Artemare,1249,1267
01023,01,,Asnières-sur-Saône,76,76
01024,01,,Attignat,3251,3316
01025,01,,Bâgé-Dommartin,4065,4171
01026,01,,Bâgé-le-Châtel,973,1041
01027,01,,Balan,2563,2615
01028,01,,Baneins,617,634
01029,01,,Beaupont,685,693
01030,01,01480,Beauregard,829,844
01031,01,01100,Bellignat,3652,3886
01032,01,,Béligneux,3376,3405
01033,01,01200,Valserhône,16378,16728
01034,01,01300,Belley,9182,9582
01035,01,,Belleydoux,310,318
01036,01,,Valromey-sur-Séran,1326,1345
01037,01,,Bénonces,308,312
01038,01,,Bény,754,775
01039,01,,Béon,443,451
01040,01,,Béréziat,486,496
01041,01,,Bettant,748,769
01042,01,,Bey,291,305
01043,01,,Beynost,4754,4867
01044,01,,Billiat,632,648
01045,01,,Birieux,283,287
01046,01,,Biziat,895,903
01047,01,,Blyes,1182,1214
01048,01,,Bohas,,
01049,01,,La Boisse,3283,3356
01050,01,,Boissey,365,369
01051,01,,Bolozon,91,92
01052,01,,Bouligneux,328,334
01053,01,,Bourg-en-Bresse,41111,42853
01054,01,,Bourg-Saint-Christophe,1457,1489
01055,01,,Bouvent,,
01056,01,,Boyeux-Saint-Jérôme,349,354
01057,01,,Boz,519,535
01058,01,,Brégnier-Cordon,828,849
01059,01,,Brénaz,,
01060,01,01110,Brénod,493,514
01061,01,,Brens,1144,1179
01062,01,,Bressolles,934,956
01063,01,,Brion,533,540
01064,01,,Briord,1070,1090
01065,01,,Buellas,1812,1876
01066,01,,La Burbanche,89,90
01067,01,,Ceignes,255,268
01068,01,,Cerdon,775,790
01069,01,,Certines,1503,1542
01070,01,,Cesseins,,
01071,01,01170,Cessy,4808,4925
01072,01,,Ceyzériat,3194,3256
01073,01,,Ceyzérieu,1000,1025
01074,01,,Chalamont,2589,2624
01075,01,,Chaleins,1382,1413
01076,01,,Chaley,125,128
01077,01,,Challes-la-Montagne,196,199
01078,01,,Challex,1557,1590
01079,01,01260,Champagne-en-Valromey,811,842
01080,01,,Champdor-Corcelles,643,657
01081,01,,Champfromier,735,756
01082,01,,Chanay,628,642
01083,01,,Chaneins,927,944
01084,01,,Chanoz-Châtenay,895,913
01085,01,,La Chapelle-du-Châtelard,400,405
01086,01,,Charancin,,
01087,01,,Charix,282,292
01088,01,,Charnoz-sur-Ain,903,930
01089,01,,Château-Gaillard,2253,2303
01090,01,,Châtenay,356,362
01091,01,,Châtillon-en-Michaille,,
01092,01,,Châtillon-la-Palud,1604,1662
01093,01,,Châtillon-sur-Chalaronne,4931,5134
01094,01,,Chavannes-sur-Reyssouze,761,773
01095,01,,Nivigne et Suran,853,865
01096,01,,Chaveyriat,1034,1064
01097,01,,Chavornay,,
01098,01,,Chazey-Bons,1159,1195
01099,01,,Chazey-sur-Ain,1566,1623
01100,01,,Cheignieu-la-Balme,131,135
01101,01,,Chevillard,152,159
01102,01,,Chevroux,961,976
01103,01,01170,Chevry,2149,2196
01104,01,,Chézery-Forens,461,471
01105,01,,Civrieux,1829,1882
01106,01,,Cize,179,186
01107,01,,Cleyzieu,133,137
01108,01,,Coligny,1176,1200
01109,01,01550,Collonges,2226,2272
01110,01,,Colomieu,156,158
01111,01,,Conand,132,133
01112,01,,Condamine,450,462
01113,01,,Condeissiat,817,829
01114,01,,Confort,667,679
01115,01,,Confrançon,1333,1363
01116,01,,Contrevoz,498,510
01117,01,,Conzieu,151,153
01118,01,,Corbonod,1278,1310
01119,01,,Corcelles,,
01120,01,,Cordieux,,
01121,01,,Corlier,116,117
01122,01,,Cormaranche-en-Bugey,,
01123,01,,Cormoranche-sur-Saône,1162,1197
01124,01,,Cormoz,689,697
01125,01,,Corveissiat,612,625
01126,01,,Coupy,,
01127,01,,Courmangoux,508,516
01128,01,,Courtes,305,306
01129,01,,Crans,291,297
01130,01,,Bresse Vallons,2363,2407
01131,01,,Craz,,
01132,01,,Crépieux-la-Pape,,
01133,01,,Cressin-Rochefort,394,400
01134,01,,Crottet,1758,1803
01135,01,01170,Crozet,2171,2235
01136,01,,Cruzilles-lès-Mépillat,893,913
01137,01,,Cuisiat,,
01138,01,01350,Culoz,3004,3068
01139,01,,Curciat-Dongalon,444,449
01140,01,,Curtafond,767,786
01141,01,,Cuzieu,453,468
01142,01,01120,Dagneux,4777,4834
01143,01,01220,Divonne-les-Bains,9951,10190
01144,01,,Dommartin,,
01145,01,,Dompierre-sur-Veyle,1179,1201
01146,01,,Dompierre-sur-Chalaronne,436,439
01147,01,,Domsure,492,495
01148,01,01590,Dortan,1879,1925
01149,01,,Douvres,1076,1104
01150,01,,Drom,214,219
01151,01,,Druillat,1146,1173
01152,01,,Echallon,748,768
01153,01,01170,Echenevex,2115,2189
01154,01,,Etrez,,
01155,01,,Evosges,143,147
01156,01,,Faramans,815,827
01157,01,,Fareins,2250,2292
01158,01,01550,Farges,1048,1065
01159,01,,Feillens,3365,3436
01160,01,01210,Ferney-Voltaire,10026,10189
01161,01,,Fitignieu,,
01162,01,,Flaxieu,65,68
01163,01,,Foissiat,2038,2073
01164,01,,Forens,,
01165,01,,Francheleins,1594,1627
01166,01,,Frans,2423,2484
01167,01,,Garnerans,634,658
01168,01,,Genay,,
01169,01,,Genouilleux,641,663
01170,01,,Béard-Géovreissiat,1053,1081
01171,01,,Géovreisset,844,886
01172,01,,Germagnat,,
01173,01,01170,Gex,13121,13391
01174,01,,Giron,178,180
01175,01,,Gorrevod,784,807
01176,01,,Le Grand-Abergement,,
01177,01,,Grand-Corent,183,189
01178,01,,Granges,,
01179,01,,Grièges,1881,1933
01180,01,,Grilly,839,860
01181,01,,Groissiat,1241,1291
01182,01,,Groslée,,
01183,01,,Guéreins,1479,1508
01184,01,,Hautecourt-Romanèche,763,789
01185,01,01110,Plateau d'Hauteville,4844,5020
01186,01,,Hostiaz,,
01187,01,01260,Haut Valromey,618,639
01188,01,,Illiat,663,683
01189,01,,Injoux-Génissiat,1115,1141
01190,01,,Innimond,87,90
01191,01,,Izenave,154,158
01192,01,01580,Izernore,2277,2338
01193,01,,Izieu,222,229
01194,01,01480,Jassans-Riottier,6346,6439
01195,01,,Jasseron,1783,1837
01196,01,,Jayat,1226,1239
01197,01,,Journans,351,364
01198,01,,Joyeux,268,271
01199,01,01640,Jujurieux,2137,2183
01200,01,,Labalme,214,219
01201,01,,Lacoux,,
01202,01,01150,Lagnieu,7161,7308
01203,01,,Laiz,1313,1355
01204,01,01130,Le Poizat-Lalleyriat,735,750
01205,01,,Lancrans,,
01206,01,,Lantenay,277,283
01207,01,,Lapeyrouse,317,329
01208,01,,Lavours,131,135
01209,01,,Léaz,778,794
01210,01,01410,Lélex,228,232
01211,01,,Lent,1395,1430
01212,01,,Lescheroux,718,727
01213,01,,Leyment,1341,1370
01214,01,,Leyssard,158,164
01215,01,,Surjoux-Lhopital,140,143
01216,01,,Lhuis,894,915
01217,01,,Lilignod,,
01218,01,,Lochieu,,
01219,01,,Lompnas,164,167
01220,01,,Lompnes,,
01221,01,,Lompnieu,,
01222,01,,Longecombe,,
01223,01,,Loyes,,
01224,01,01360,Loyettes,3225,3256
01225,01,,Lurcy,372,380
01226,01,,Luthézieu,,
01227,01,,Magnieu,643,657
01228,01,,Maillat,660,674
01229,01,,Malafretaz,1235,1259
01230,01,,Mantenay-Montlin,312,319
01231,01,,Manziat,1948,1996
01232,01,,Marboz,2276,2323
01233,01,,Marchamp,130,133
01234,01,,Marignieu,169,172
01235,01,,Marlieux,1159,1246
01236,01,,Marsonnas,1011,1040
01237,01,,Martignat,1667,1732
01238,01,,Massieux,2670,2726
01239,01,,Massignieu-de-Rives,620,634
01240,01,01580,Matafelon-Granges,627,643
01241,01,,Meillonnas,1356,1390
01242,01,,Mérignat,135,137
01243,01,,Messimy-sur-Saône,1253,1288
01244,01,01800,Meximieux,7923,8062
01245,01,,Bohas-Meyriat-Rignat,943,964
01246,01,,Mézériat,2217,2253
01247,01,01410,Mijoux,312,326
01248,01,01390,Mionnay,2197,2251
01249,01,,Miribel,10122,10273
01250,01,,Misérieux,1974,2226
01251,01,,MoÃ«ns,,
01252,01,,Mogneneins,786,808
01253,01,,Mollon,,
01254,01,,Montagnat,2116,2167
01255,01,,Montagnieu,647,659
01256,01,,Montanay,,
01257,01,,Montanges,351,361
01258,01,01090,Montceaux,1190,1222
01259,01,,Montcet,702,718
01260,01,,Le Montellier,302,307
01261,01,,Monthieux,668,691
01262,01,01120,Montluel,6886,6969
01263,01,,Montmerle-sur-Saône,3772,3859
01264,01,,Montracol,1016,1036
01265,01,,Montréal-la-Cluse,3456,3527
01266,01,,Montrevel-en-Bresse,2576,2618
01267,01,,Nurieux-Volognat,1025,1048
01268,01,,Murs-et-Gélignieux,246,249
01269,01,01130,Nantua,3454,3589
01270,01,,Napt,,
01271,01,,Nattages,,
01272,01,,Neuville-les-Dames,1500,1520
01273,01,,Neuville-sur-Ain,1800,1827
01274,01,,Les Neyrolles,645,660
01275,01,,Neyron,2569,2619
01276,01,,Niévroz,1624,1651
01277,01,,Nivollet-Montgriffon,117,119
01278,01,,Ochiaz,,
01279,01,,Oncieu,80,86
01280,01,,Ordonnaz,138,139
01281,01,01210,Ornex,4483,4653
01282,01,,Outriaz,258,264
01283,01,01100,Oyonnax,22456,22935
01284,01,,Ozan,694,707
01285,01,,Parcieux,1229,1259
01286,01,,Parves et Nattages,951,989
01287,01,,Passin,,
01288,01,01630,Péron,2717,2772
01289,01,,Péronnas,6520,6811
01290,01,,Pérouges,1273,1305
01291,01,,Perrex,842,849
01292,01,,Le Petit-Abergement,,
01293,01,,Peyriat,148,152
01294,01,,Peyrieu,886,902
01295,01,,Peyzieux-sur-Saône,686,699
01296,01,,Pirajoux,420,428
01297,01,,Pizay,867,882
01298,01,,Plagne,150,152
01299,01,,Le Plantay,584,592
01300,01,,Le Poizat,,
01301,01,,Polliat,2547,2608
01302,01,,Pollieu,163,168
01303,01,,Poncin,1699,1735
01304,01,,Pont-d'Ain,2924,2977
01305,01,,Pont-de-Vaux,2213,2256
01306,01,,Pont-de-Veyle,1641,1705
01307,01,,Port,836,857
01308,01,,Pougny,807,821
01309,01,,Pouillat,85,85
01310,01,,Prémeyzel,251,255
01311,01,,Prémillieu,44,44
01312,01,,Pressiat,,
01313,01,01280,Prévessin-MoÃ«ns,8711,8950
01314,01,,Priay,1729,1762
01315,01,,Proulieu,,
01316,01,,Pugieu,,
01317,01,,Ramasse,330,336
01318,01,,Rancé,726,743
01319,01,,Relevant,466,475
01320,01,,Replonges,3791,3882
01321,01,,Revonnas,888,917
01322,01,,Reyrieux,4984,5124
01323,01,,Reyssouze,989,1003
01324,01,,Rignat,,
01325,01,,Rignieux-le-Franc,1032,1050
01326,01,,Rillieux,,
01327,01,,Romanèche,,
01328,01,,Romans,597,601
01329,01,,Rossillon,153,159
01330,01,,Ruffieu,182,188
01331,01,,Saint-Alban,187,187
01332,01,,Saint-André-de-Bâgé,779,802
01333,01,,Saint-André-de-Corcy,3369,3428
01334,01,,Saint-André-d'Huiriat,658,667
01335,01,,Saint-André-le-Bouchoux,402,408
01336,01,,Saint-André-sur-Vieux-Jonc,1174,1196
01337,01,,Saint-Bénigne,1311,1338
01338,01,,Groslée-Saint-Benoit,1227,1264
01339,01,,Saint-Bernard,1463,1506
01340,01,,Saint-Bois,,
01341,01,,Saint-Champ,,
01342,01,,Sainte-Croix,554,565
01343,01,,Saint-Cyr-sur-Menthon,1793,1834
01344,01,,Saint-Denis-lès-Bourg,5943,6109
01345,01,01500,Saint-Denis-en-Bugey,2266,2300
01346,01,,Saint-Didier-d'Aussiat,858,877
01347,01,,Saint-Didier-de-Formans,2035,2098
01348,01,,Saint-Didier-sur-Chalaronne,2938,3003
01349,01,,Saint-Eloi,503,508
01350,01,01370,Saint-Etienne-du-Bois,2542,2582
01351,01,,Saint-Etienne-sur-Chalaronne,1571,1597
01352,01,,Saint-Etienne-sur-Reyssouze,583,589
01353,01,,Sainte-Euphémie,1700,1728
01354,01,01630,Saint-Genis-Pouilly,13943,14143
01355,01,,Saint-Genis-sur-Menthon,486,493
01356,01,,Saint-Georges-sur-Renon,208,213
01357,01,01130,Saint-Germain-de-Joux,502,509
01358,01,,Saint-Germain-les-Paroisses,429,432
01359,01,,Saint-Germain-sur-Renon,246,249
01360,01,,Saint-Jean-de-Gonville,1895,1943
01361,01,,Saint-Jean-de-Niost,1577,1625
01362,01,,Saint-Jean-de-Thurigneux,786,801
01363,01,01640,Saint-Jean-le-Vieux,1772,1842
01364,01,,Saint-Jean-sur-Reyssouze,756,763
01365,01,,Saint-Jean-sur-Veyle,1162,1182
01366,01,,Sainte-Julie,1082,1100
01367,01,,Saint-Julien-sur-Reyssouze,746,750
01368,01,,Saint-Julien-sur-Veyle,838,853
01369,01,,Saint-Just,942,967
01370,01,,Saint-Laurent-sur-Saône,1688,1716
01371,01,,Saint-Marcel,1242,1271
01372,01,,Saint-Martin-de-Bavel,444,449
01373,01,,Saint-Martin-du-Frêne,1023,1053
01374,01,,Saint-Martin-du-Mont,1871,1916
01375,01,,Saint-Martin-le-Châtel,782,802
01376,01,,Saint-Maurice-de-Beynost,3962,4001
01377,01,,Saint-Maurice-d'Echazeaux,,
01378,01,,Saint-Maurice-de-Gourdans,2645,2699
01379,01,,Saint-Maurice-de-Rémens,760,771
01380,01,,Saint-Nizier-le-Bouchoux,632,645
01381,01,,Saint-Nizier-le-Désert,921,939
01382,01,,Sainte-Olive,279,281
01383,01,,Saint-Paul-de-Varax,1562,1583
01384,01,,Saint-Rambert-en-Bugey,2188,2221
01385,01,,Saint-Rémy,985,1008
01386,01,,Saint-Sorlin-en-Bugey,1127,1193
01387,01,,Saint-Sulpice,256,259
01388,01,,Saint-Trivier-de-Courtes,1102,1111
01389,01,,Saint-Trivier-sur-Moignans,1834,1877
01390,01,01150,Saint-Vulbas,1246,1267
01391,01,,Salavre,271,279
01392,01,,Samognat,656,683
01393,01,,Sandrans,544,549
01394,01,,Sathonay-camp,,
01395,01,,Sathonay-village,,
01396,01,01150,Sault-Brénaz,977,990
01397,01,,Sauverny,978,997
01398,01,,Savigneux,1421,1438
01399,01,01170,Ségny,2107,2158
01400,01,,Seillonnaz,139,142
01401,01,01630,Sergy,2167,2238
01402,01,,Sermoyer,652,672
01403,01,,Serrières-de-Briord,1295,1336
01404,01,,Serrières-sur-Ain,135,137
01405,01,,Servas,1280,1309
01406,01,,Servignat,174,175
01407,01,,Seyssel,1002,1020
01408,01,,Simandre-sur-Suran,661,673
01409,01,,Songieu,,
01410,01,,Sonthonnax-la-Montagne,300,307
01411,01,,Souclin,273,279
01412,01,,Sulignat,595,607
01413,01,,Surjoux,,
01414,01,,Sutrieu,,
01415,01,,Talissieu,499,505
01416,01,,Tenay,1014,1025
01417,01,,Thézillieu,,
01418,01,,Thil,1087,1114
01419,01,01710,Thoiry,6021,6197
01420,01,,Thoissey,1690,1698
01421,01,,Torcieu,729,745
01422,01,,Tossiat,1355,1391
01423,01,,Toussieux,1124,1145
01424,01,,Tramoyes,1776,1819
01425,01,,La Tranclière,288,295
01426,01,,Val-Revermont,2538,2597
01427,01,,Trévoux,6920,7084
01428,01,,Valeins,126,127
01429,01,,Vandeins,707,720
01430,01,,Varambon,619,631
01431,01,,Vaux-en-Bugey,1227,1257
01432,01,,Verjon,323,325
01433,01,,Vernoux,313,317
01434,01,,Versailleux,472,482
01435,01,01210,Versonnex,2157,2226
01436,01,01170,Vesancy,481,492
01437,01,,Vescours,223,228
01438,01,,Vésenex-Crassy,,
01439,01,,Vésines,99,103
01440,01,,Veyziat,,
01441,01,,Vieu-d'Izenave,734,752
01442,01,,Vieu,,
01443,01,01330,Villars-les-Dombes,4978,5073
01444,01,,Villebois,1196,1213
01445,01,,Villemotier,615,636
01446,01,,Villeneuve,1548,1585
01447,01,,Villereversure,1342,1374
01448,01,,Villes,389,397
01449,01,,Villette-sur-Ain,759,773
01450,01,01800,Villieu-Loyes-Mollon,3717,3784
01451,01,,Viriat,6595,6745
01452,01,,Virieu-le-Grand,1132,1156
01453,01,,Arvière-en-Valromey,710,733
01454,01,,Virignin,1112,1133
01455,01,,Volognat,,
01456,01,,Vongnes,71,73
01457,01,,Vonnas,3181,3240
01458,01,,Vouvray,,
01459,01,,Hauteville-Lompnés,,
02001,02,,Abbécourt,502,513
02002,02,,Achery,610,618
02003,02,,Acy,1021,1045
02004,02,,Agnicourt-et-Séchelles,182,187
02005,02,,Aguilcourt,380,388
02006,02,,Aisonville-et-Bernoville,262,271
02007,02,,Aizelles,122,123
02008,02,,Aizy-Jouy,294,298
02009,02,,Alaincourt,534,540
02010,02,,Allemant,173,177
02011,02,,Ambleny,1138,1192
02012,02,,Ambrief,71,71
02013,02,,Amifontaine,386,395
02014,02,,Amigny-Rouy,729,752
02015,02,,Ancienville,72,73
02016,02,,Andelain,216,225
02017,02,,Anguilcourt-le-Sart,323,327
02018,02,,Anizy-le-Grand,2574,2627
02019,02,,Annois,362,367
02020,02,,Any-Martin-Rieux,455,463
02021,02,,Archon,84,87
02022,02,,Arcy-Sainte-Restitue,403,409
02023,02,,Armentières-sur-Ourcq,102,105
02024,02,,Arrancy,51,51
02025,02,,Artemps,367,369
02026,02,,Artonges,,
02027,02,,Assis-sur-Serre,214,221
02028,02,,Athies-sous-Laon,2606,2666
02029,02,,Attilly,354,366
02030,02,,Aubencheul-aux-Bois,257,261
02031,02,,Aubenton,661,667
02032,02,,Aubigny-aux-Kaisnes,253,257
02033,02,,Aubigny-en-Laonnois,104,106
02034,02,,Audignicourt,121,125
02035,02,,Audigny,280,289
02036,02,,Augy,72,73
02037,02,,Aulnois-sous-Laon,1386,1416
02038,02,,Les Autels,59,59
02039,02,,Autremencourt,173,176
02040,02,,Autreppes,180,183
02041,02,,Autreville,807,822
02042,02,,Azy-sur-Marne,384,386
02043,02,,Bagneux,65,66
02044,02,,Bancigny,25,25
02045,02,,Barbonval,,
02046,02,,Barenton-Bugny,557,566
02047,02,,Barenton-Cel,108,113
02048,02,,Barenton-sur-Serre,133,137
02049,02,,Barisis-aux-Bois,739,752
02050,02,,Barzy-en-Thiérache,323,325
02051,02,,Barzy-sur-Marne,391,397
02052,02,,Bassoles-Aulers,135,141
02053,02,,Vallées en Champagne,571,577
02054,02,,Bazoches-sur-Vesles,461,465
02055,02,,Beaumé,88,90
02056,02,,Beaumont-en-Beine,179,180
02057,02,,Beaurevoir,1406,1424
02058,02,,Beaurieux,856,866
02059,02,,Beautor,2714,2742
02060,02,,Beauvois-en-Vermandois,257,264
02061,02,,Becquigny,246,253
02062,02,,Belleau,137,141
02063,02,,Bellenglise,378,386
02064,02,02200,Belleu,3832,3885
02065,02,,Bellicourt,600,613
02066,02,,Benay,196,198
02067,02,,Bergues-sur-Sambre,210,215
02068,02,,Berlancourt,88,92
02069,02,,Berlise,105,107
02070,02,,Bernot,445,457
02071,02,,Berny-Rivière,658,673
02072,02,,Berrieux,186,188
02073,02,,Berry-au-Bac,670,674
02074,02,,Bertaucourt-Epourdon,593,603
02075,02,,Berthenicourt,195,197
02076,02,,Bertricourt,152,155
02077,02,,Berzy-le-Sec,379,388
02078,02,,Besmé,163,166
02079,02,,Besmont,149,149
02080,02,,Besny-et-Loizy,333,342
02081,02,,Béthancourt-en-Vaux,434,442
02082,02,,Beugneux,110,110
02083,02,,Beuvardes,750,765
02084,02,,Bézu-le-Guéry,257,262
02085,02,,Bézu-Saint-Germain,1015,1040
02086,02,,Bichancourt,1006,1017
02087,02,,Bieuxy,34,35
02088,02,,Bièvres,92,95
02089,02,,Billy-sur-Aisne,1148,1169
02090,02,,Billy-sur-Ourcq,207,217
02091,02,,Blanzy-lès-Fismes,95,96
02092,02,,Blérancourdelle,,
02093,02,,Blérancourt,1298,1357
02094,02,,Blesmes,464,473
02095,02,,Bohain-en-Vermandois,5686,5764
02096,02,,Bois-lès-Pargny,197,200
02097,02,,Boncourt,256,258
02098,02,,Bonneil,379,393
02099,02,,Bonnesvalyn,221,226
02100,02,,Bony,138,138
02101,02,,Bosmont-sur-Serre,192,197
02102,02,,Bouconville-Vauclair,191,197
02103,02,,Boué,1339,1355
02104,02,,Bouffignereux,99,103
02105,02,,Bouresches,196,198
02106,02,,Bourg-et-Comin,810,822
02107,02,,Bourguignon-sous-Coucy,107,111
02108,02,,Bourguignon-sous-Montbavin,159,163
02109,02,,La Bouteille,475,485
02110,02,,Braine,2235,2260
02111,02,,Brancourt-en-Laonnois,721,732
02112,02,,Brancourt-le-Grand,553,566
02113,02,,Branges,,
02114,02,,Brasles,1563,1600
02115,02,,Braye-en-Laonnois,190,196
02116,02,,Braye-en-Thiérache,147,148
02117,02,,Bray-Saint-Christophe,68,68
02118,02,,Braye,129,131
02119,02,,Brécy,327,333
02120,02,,Brenelle,196,202
02121,02,,Breny,240,244
02122,02,,Brie,54,55
02123,02,,Brissay-Choigny,301,306
02124,02,,Brissy-Hamégicourt,651,661
02125,02,,Brumetz,193,204
02126,02,,Brunehamel,455,460
02127,02,,Bruyères-sur-Fère,192,197
02128,02,,Bruyères-et-Montbérault,1475,1522
02129,02,,Bruys,18,18
02130,02,,Bucilly,194,201
02131,02,,Bucy-le-Long,1861,1903
02132,02,,Bucy-lès-Cerny,194,197
02133,02,,Bucy-lès-Pierrepont,404,413
02134,02,,Buire,862,880
02135,02,,Buironfosse,1157,1174
02136,02,,Burelles,128,131
02137,02,,Bussiares,160,160
02138,02,,Buzancy,200,203
02139,02,,CaillouÃ«l-Crépigny,442,447
02140,02,,Camelin,456,463
02141,02,,La Capelle,1778,1857
02142,02,,Castres,253,258
02143,02,,Le Catelet,185,191
02144,02,,Caulaincourt,144,147
02145,02,,Caumont,545,555
02146,02,,Celles-lès-Condé,94,95
02147,02,,La Celle-sous-Montmirail,,
02148,02,,Celles-sur-Aisne,255,257
02149,02,,Cerizy,62,64
02150,02,,Cerny-en-Laonnois,63,63
02151,02,,Cerny-lès-Bucy,116,119
02152,02,,Cerseuil,89,89
02153,02,,Cessières-Suzy,764,784
02154,02,,Chacrise,365,372
02155,02,,Chaillevois,166,171
02156,02,,Chalandry,257,258
02157,02,,Chambry,836,859
02158,02,,Chamouille,273,275
02159,02,,Champs,295,297
02160,02,,Chaourse,544,556
02161,02,,La Chapelle-Monthodon,,
02162,02,,La Chapelle-sur-Chézy,291,299
02163,02,,Charly-sur-Marne,2585,2627
02164,02,,Le Charmel,325,332
02165,02,,Charmes,1654,1680
02166,02,,Chartèves,356,365
02167,02,,Chassemy,890,904
02168,02,02400,Château-Thierry,15254,15616
02169,02,,Châtillon-lès-Sons,84,84
02170,02,,Châtillon-sur-Oise,125,125
02171,02,,Chaudardes,88,89
02172,02,,Chaudun,252,261
02173,02,02300,Chauny,11653,12072
02174,02,,Chavignon,829,845
02175,02,,Chavigny,161,165
02176,02,,Chavonne,206,209
02177,02,,Chérêt,139,141
02178,02,,Chermizy-Ailles,106,108
02179,02,,Chéry-Chartreuve,385,393
02180,02,,Chéry-lès-Pouilly,721,735
02181,02,,Chéry-lès-Rozoy,79,80
02182,02,,Chevennes,117,120
02183,02,,Chevregny,185,186
02184,02,,Chevresis-Monceau,351,356
02185,02,,Chézy-en-Orxois,390,405
02186,02,,Chézy-sur-Marne,1351,1396
02187,02,,Chierry,1134,1149
02188,02,,Chigny,147,151
02189,02,,Chivres-en-Laonnois,350,358
02190,02,,Chivres-Val,518,530
02191,02,,Chivy-lès-Etouvelles,523,528
02192,02,,Chouy,371,378
02193,02,,Cierges,65,66
02194,02,,Cilly,186,194
02195,02,,Ciry-Salsogne,910,935
02196,02,,Clacy-et-Thierret,311,318
02197,02,,Clairfontaine,535,637
02198,02,,Clamecy,228,230
02199,02,,Clastres,601,609
02200,02,,Clermont-les-Fermes,106,107
02201,02,02600,CÅ“uvres-et-Valsery,441,447
02202,02,,Cohan,,
02203,02,,Coincy,1282,1302
02204,02,,Coingt,65,67
02205,02,,Colligis-Crandelain,229,232
02206,02,,Colonfay,76,79
02207,02,,Commenchon,216,219
02208,02,,Concevreux,267,273
02209,02,,Condé-en-Brie,708,719
02210,02,,Condé-sur-Aisne,364,370
02211,02,,Condé-sur-Suippe,294,297
02212,02,,Condren,708,719
02213,02,,Connigis,343,345
02214,02,,Contescourt,61,62
02215,02,,Corbeny,841,847
02216,02,,Corcy,294,298
02217,02,,Coucy-le-Château-Auffrique,992,1001
02218,02,,Coucy-lès-Eppes,628,640
02219,02,,Coucy-la-Ville,200,272
02220,02,,Coulonges-Cohan,436,451
02221,02,,Coupru,152,156
02222,02,,Courbes,32,32
02223,02,,Courboin,301,313
02224,02,,Courcelles-sur-Vesle,346,350
02225,02,,Courchamps,84,86
02226,02,02200,Courmelles,1863,1893
02227,02,,Courmont,120,121
02228,02,,Courtemont-Varennes,339,345
02229,02,,Courtrizy-et-Fussigny,71,71
02230,02,,Couvrelles,186,192
02231,02,,Couvron-et-Aumencourt,941,950
02232,02,,Coyolles,362,372
02233,02,,Cramaille,145,153
02234,02,,Craonne,83,84
02235,02,,Craonnelle,115,118
02236,02,,Crécy-au-Mont,330,333
02237,02,,Crécy-sur-Serre,1502,1518
02238,02,,Crépy,1816,1847
02239,02,,Crézancy,1244,1329
02240,02,,Croix-Fonsomme,218,221
02241,02,,La Croix-sur-Ourcq,96,99
02242,02,,Crouttes-sur-Marne,641,652
02243,02,,Crouy,2923,2970
02244,02,,Crupilly,63,66
02245,02,,Cuffies,1805,1840
02246,02,,Cugny,611,615
02247,02,,Cugny-lès-Crouttes,,
02248,02,,Cuirieux,156,159
02249,02,,Cuiry-Housse,100,100
02250,02,,Cuiry-lès-Chaudardes,73,77
02251,02,,Cuiry-lès-Iviers,27,28
02252,02,,Cuissy-et-Geny,71,73
02253,02,,Cuisy-en-Almont,358,361
02254,02,,Cutry,129,134
02255,02,,Cys-la-Commune,153,155
02256,02,,Dagny-Lambercy,129,132
02257,02,,Dallon,437,450
02258,02,,Dammard,370,383
02259,02,,Dampleux,392,407
02260,02,,Danizy,650,661
02261,02,,Dercy,391,400
02262,02,,Deuillet,211,214
02263,02,,Dhuizel,112,112
02264,02,,Dizy-le-Gros,730,746
02265,02,,Dohis,99,101
02266,02,,Dolignon,46,48
02267,02,,Dommiers,292,302
02268,02,,Domptin,647,660
02269,02,,Dorengt,155,161
02270,02,,Douchy,164,167
02271,02,,Dravegny,130,132
02272,02,,Droizy,78,80
02273,02,,Dury,207,207
02274,02,,Ebouleau,195,201
02275,02,,Effry,319,325
02276,02,,Englancourt,117,122
02277,02,,Epagny,342,349
02278,02,,Eparcy,28,33
02279,02,,Epaux-Bézu,553,578
02280,02,,Epieds,409,421
02281,02,,L'Epine-aux-Bois,256,267
02282,02,,Eppes,427,435
02283,02,,Erlon,287,295
02284,02,,Erloy,102,103
02285,02,,Escaufourt,,
02286,02,,Esquéhéries,867,878
02287,02,,Essigny-le-Grand,1048,1075
02288,02,,Essigny-le-Petit,347,355
02289,02,,Essises,411,422
