id_vente,id_bien,date_mutation,nature_mutation,valeur_fonciere
10479,10479,2020-02-21,Vente,62900.0
10480,10480,2020-02-21,Vente,154800.0
10481,10481,2020-02-21,Vente,116650.0
10482,10482,2020-02-21,Vente,237000.0
10483,10483,2020-02-21,Vente,36000.0
10484,10484,2020-02-21,Vente,34000.0
10485,10485,2020-02-21,Vente,165000.0
10486,10486,2020-02-21,Vente,328240.0
10487,10487,2020-02-21,Vente,129212.0
10488,10488,2020-02-21,Vente,205000.0
10489,10489,2020-02-21,Vente,216300.0
10490,10490,2020-02-21,Vente,37000.0
10491,10491,2020-02-21,Vente,113160.0
10492,10492,2020-02-21,Vente,53890.0
10493,10493,2020-02-21,Vente,380000.0
10494,10494,2020-02-21,Vente,255000.0
10495,10495,2020-02-21,Vente,92000.0
10496,10496,2020-02-21,Vente,131125.0
10497,10497,2020-02-21,Vente,154000.0
10498,10498,2020-02-21,Vente,87500.0
10499,10499,2020-02-21,Vente,25000.0
10500,10500,2020-02-21,Vente,64000.0
10501,10501,2020-02-21,Vente,100000.0
10502,10502,2020-02-21,Vente,86300.0
10503,10503,2020-02-21,Vente,65500.0
10504,10504,2020-02-21,Vente,45000.0
10505,10505,2020-02-21,Vente,148000.0
10506,10506,2020-02-21,Vente,110000.0
10507,10507,2020-02-21,Vente,180000.0
10508,10508,2020-02-21,Vente,72000.0
10509,10509,2020-02-21,Vente,87000.0
10510,10510,2020-02-21,Vente,175000.0
10511,10511,2020-02-21,Vente,83070.0
10512,10512,2020-02-21,Vente,122200.0
10513,10513,2020-02-21,Vente,105069.0
10514,10514,2020-02-21,Vente,70000.0
10515,10515,2020-02-21,Vente,20000.0
10516,10516,2020-02-21,Vente,169900.0
10517,10517,2020-02-21,Vente,99000.0
10518,10518,2020-02-21,Vente,54390.0
10519,10519,2020-02-21,Vente,78000.0
10520,10520,2020-02-21,Vente,46500.0
10521,10521,2020-02-21,Vente,65000.0
10522,10522,2020-02-21,Vente,206000.0
10523,10523,2020-02-21,Vente,141500.0
10524,10524,2020-02-21,Vente,81500.0
10525,10525,2020-02-21,Vente,66500.0
10526,10526,2020-02-21,Vente,129000.0
10527,10527,2020-02-21,Vente,43000.0
10528,10528,2020-02-21,Vente,245000.0
10529,10529,2020-02-21,Vente,42000.0
10530,10530,2020-02-21,Vente,70000.0
10531,10531,2020-02-21,Vente,147750.0
10532,10532,2020-02-21,Vente,58000.0
10533,10533,2020-02-21,Vente,111000.0
10534,10534,2020-02-21,Vente,158600.0
10535,10535,2020-02-21,Vente,110200.0
10536,10536,2020-02-21,Vente,81056.0
10537,10537,2020-02-21,Vente,66500.0
10538,10538,2020-02-21,Vente,109000.0
10539,10539,2020-02-21,Vente,198000.0
10540,10540,2020-02-21,Vente,75000.0
10541,10541,2020-02-21,Vente,266800.0
10542,10542,2020-02-21,Vente,129000.0
10543,10543,2020-02-21,Vente,150000.0
10544,10544,2020-02-21,Vente,184750.0
10545,10545,2020-02-21,Vente,258000.0
10546,10546,2020-02-21,Vente,118000.0
10547,10547,2020-02-21,Vente,133000.0
10548,10548,2020-02-21,Vente,152490.0
10549,10549,2020-02-21,Vente,207950.0
10550,10550,2020-02-21,Vente,140000.0
10551,10551,2020-02-21,Vente,359000.0
10552,10552,2020-02-21,Vente,155000.0
10553,10553,2020-02-21,Vente,94500.0
10554,10554,2020-02-21,Vente,15001.0
10555,10555,2020-02-21,Vente,111400.0
10556,10556,2020-02-21,Vente,135020.0
10557,10557,2020-02-21,Vente,319250.0
10558,10558,2020-02-21,Vente,217720.0
10559,10559,2020-02-21,Vente,332500.0
10560,10560,2020-02-21,Vente,575000.0
10561,10561,2020-02-21,Vente,415000.0
10562,10562,2020-02-21,Vente,215000.0
10563,10563,2020-02-21,Vente,1224300.0
10564,10564,2020-02-21,Vente,950000.0
10565,10565,2020-02-21,Vente,840000.0
10566,10566,2020-02-21,Vente,471154.0
10567,10567,2020-02-21,Vente,228000.0
10568,10568,2020-02-21,Vente,606500.0
10569,10569,2020-02-21,Vente,346540.0
10570,10570,2020-02-21,Vente,275250.0
10571,10571,2020-02-21,Vente,155000.0
10572,10572,2020-02-21,Vente,591000.0
10573,10573,2020-02-21,Vente,364210.0
10574,10574,2020-02-21,Vente,312500.0
10575,10575,2020-02-21,Vente,454000.0
10576,10576,2020-02-21,Vente,1175000.0
10577,10577,2020-02-21,Vente,1490300.0
10578,10578,2020-02-21,Vente,4657000.0
10579,10579,2020-02-21,Vente,274650.0
10580,10580,2020-02-21,Vente,377300.0
10581,10581,2020-02-21,Vente,1165000.0
10582,10582,2020-02-21,Vente,283810.0
10583,10583,2020-02-21,Vente,188000.0
10584,10584,2020-02-21,Vente,124855.0
10585,10585,2020-02-21,Vente,230000.0
10586,10586,2020-02-21,Vente,101000.0
10587,10587,2020-02-21,Vente,255000.0
10588,10588,2020-02-21,Vente,509300.0
10589,10589,2020-02-21,Vente,911400.0
10590,10590,2020-02-21,Vente,697000.0
10591,10591,2020-02-21,Vente,230000.0
10592,10592,2020-02-21,Vente,568700.0
10593,10593,2020-02-21,Vente,141000.0
10594,10594,2020-02-21,Vente,256500.0
10595,10595,2020-02-21,Vente,341807.0
10596,10596,2020-02-21,Vente,639850.0
10597,10597,2020-02-21,Vente,77000.0
10598,10598,2020-02-21,Vente,115000.0
10599,10599,2020-02-21,Vente,122300.0
10600,10600,2020-02-21,Vente,72000.0
10601,10601,2020-02-21,Vente,38000.0
10602,10602,2020-02-21,Vente,90000.0
10603,10603,2020-02-21,Vente,175000.0
10604,10604,2020-02-21,Vente,207007.77
10605,10605,2020-02-21,Vente,195000.0
10606,10606,2020-02-21,Vente,88000.0
10607,10607,2020-02-21,Vente,125000.0
10608,10608,2020-02-21,Vente,280000.0
10609,10609,2020-02-21,Vente,200000.0
10610,10610,2020-02-21,Vente,219000.0
10611,10611,2020-02-21,Vente,260430.0
10612,10612,2020-02-21,Vente,150000.0
10613,10613,2020-02-21,Vente,87000.0
10614,10614,2020-02-21,Vente,255000.0
10615,10615,2020-02-21,Vente,182000.0
10616,10616,2020-02-21,Vente,146000.0
10617,10617,2020-02-21,Vente,83000.0
10618,10618,2020-02-21,Vente,108500.0
10619,10619,2020-02-21,Vente,85000.0
10620,10620,2020-02-21,Vente,136000.0
10621,10621,2020-02-21,Vente,142000.0
10622,10622,2020-02-21,Vente,158500.0
10623,10623,2020-02-21,Vente,248300.0
10624,10624,2020-02-21,Vente,331500.0
10625,10625,2020-02-21,Vente,300000.0
10626,10626,2020-02-21,Vente,244000.0
10627,10627,2020-02-21,Vente,270000.0
10628,10628,2020-02-21,Vente,315150.0
10629,10629,2020-02-21,Vente,83000.0
10630,10630,2020-02-21,Vente,135000.0
10631,10631,2020-02-21,Vente,204000.0
10632,10632,2020-02-21,Vente,285400.0
10633,10633,2020-02-21,Vente,87500.0
10634,10634,2020-02-21,Vente,197000.0
10635,10635,2020-02-21,Vente,131250.0
10636,10636,2020-02-21,Vente,154680.0
10637,10637,2020-02-21,Vente,255000.0
10638,10638,2020-02-21,Vente,398000.0
10639,10639,2020-02-21,Vente,651160.0
10640,10640,2020-02-21,Vente,223000.0
10641,10641,2020-02-21,Vente,58797.0
10642,10642,2020-02-21,Vente,352000.0
10643,10643,2020-02-21,Vente,219970.0
10644,10644,2020-02-21,Vente,176400.0
10645,10645,2020-02-21,Vente,320000.0
10646,10646,2020-02-21,Vente,85500.0
10647,10647,2020-02-21,Vente,118000.0
10648,10648,2020-02-21,Vente,181000.0
10649,10649,2020-02-21,Vente,334600.0
10650,10650,2020-02-21,Vente,147860.0
10651,10651,2020-02-21,Vente,199670.0
10652,10652,2020-02-21,Vente,190000.0
10653,10653,2020-02-21,Vente,384050.0
10654,10654,2020-02-21,Vente,372000.0
10655,10655,2020-02-21,Vente,133700.0
10656,10656,2020-02-21,Vente,130500.0
10657,10657,2020-02-21,Vente,32862.0
10658,10658,2020-02-21,Vente,98000.0
10659,10659,2020-02-21,Vente,261000.0
10660,10660,2020-02-21,Vente,234000.0
10661,10661,2020-02-21,Vente,193000.0
10662,10662,2020-02-21,Vente,111000.0
10663,10663,2020-02-21,Vente,78000.0
10664,10664,2020-02-21,Vente,91400.0
10665,10665,2020-02-21,Vente,270000.0
10666,10666,2020-02-21,Vente,308000.0
10667,10667,2020-02-21,Vente,236800.0
10668,10668,2020-02-21,Vente,93000.0
10669,10669,2020-02-21,Vente,239000.0
10670,10670,2020-02-21,Vente,59000.0
10671,10671,2020-02-21,Vente,75000.0
10672,10672,2020-02-21,Vente,158500.0
10673,10673,2020-02-21,Vente,77500.0
10674,10674,2020-02-21,Vente,200000.0
10675,10675,2020-02-21,Vente,205000.0
10676,10676,2020-02-21,Vente,146200.0
10677,10677,2020-02-21,Vente,235000.0
10678,10678,2020-02-21,Vente,190000.0
10679,10679,2020-02-21,Vente,309500.0
10680,10680,2020-02-21,Vente,267000.0
10681,10681,2020-02-21,Vente,164500.0
10682,10682,2020-02-21,Vente,130000.0
10683,10683,2020-02-21,Vente,153000.0
10684,10684,2020-02-21,Vente,410000.0
10685,10685,2020-02-21,Vente,430000.0
10686,10686,2020-02-21,Vente,280000.0
10687,10687,2020-02-21,Vente,828100.0
10688,10688,2020-02-21,Vente,294280.0
10689,10689,2020-02-21,Vente,240000.0
10690,10690,2020-02-21,Vente,399850.0
10691,10691,2020-02-21,Vente,1390000.0
10692,10692,2020-02-21,Vente,256000.0
10693,10693,2020-02-21,Vente,330000.0
10694,10694,2020-02-21,Vente,166000.0
10695,10695,2020-02-21,Vente,135000.0
10696,10696,2020-02-21,Vente,257650.0
10697,10697,2020-02-21,Vente,360000.0
10698,10698,2020-02-21,Vente,125000.0
10699,10699,2020-02-21,Vente,125000.0
10700,10700,2020-02-21,Vente,195365.0
10701,10701,2020-02-21,Vente,144000.0
10702,10702,2020-02-21,Vente,290250.0
10703,10703,2020-02-21,Vente,66000.0
10704,10704,2020-02-21,Vente,345860.0
10705,10705,2020-02-21,Vente,573840.0
10706,10706,2020-02-21,Vente,389000.0
10707,10707,2020-02-21,Vente,149000.0
10708,10708,2020-02-21,Vente,297000.0
10709,10709,2020-02-21,Vente,97000.0
10710,10710,2020-02-21,Vente,137000.0
10711,10711,2020-02-21,Vente,179020.0
10712,10712,2020-02-21,Vente,147700.0
10713,10713,2020-02-21,Vente,185500.0
10714,10714,2020-02-21,Vente,2500000.0
10715,10715,2020-02-21,Vente,92000.0
10716,10716,2020-02-21,Vente,156000.0
10717,10717,2020-02-21,Vente,202250.0
10718,10718,2020-02-21,Vente,170000.0
10719,10719,2020-02-21,Vente,302000.0
10720,10720,2020-02-21,Vente,293000.0
10721,10721,2020-02-21,Vente,372300.0
10722,10722,2020-02-21,Vente,233000.0
10723,10723,2020-02-21,Vente,300500.0
10724,10724,2020-02-21,Vente,159690.0
10725,10725,2020-02-21,Vente,148000.0
10726,10726,2020-02-21,Vente,281616.0
10727,10727,2020-02-21,Vente,431000.0
10728,10728,2020-02-21,Vente,329845.0
10729,10729,2020-02-21,Vente,206345.0
10730,10730,2020-02-21,Vente,193880.0
10731,10731,2020-02-21,Vente,200000.0
10732,10732,2020-02-21,Vente,154610.0
10733,10733,2020-02-21,Vente,135000.0
10734,10734,2020-02-21,Vente,273900.0
10735,10735,2020-02-21,Vente,155484.0
10736,10736,2020-02-21,Vente,332564.1
10737,10737,2020-02-21,Vente,90200.0
10738,10738,2020-02-21,Vente,308000.0
10739,10739,2020-02-21,Vente,199000.0
10740,10740,2020-02-21,Vente,210000.0
10741,10741,2020-02-21,Vente,40000.0
10742,10742,2020-02-21,Vente,135000.0
10743,10743,2020-02-21,Vente,38000.0
10744,10744,2020-02-22,Vente,44000.0
10745,10745,2020-02-22,Vente,39980.0
10746,10746,2020-02-22,Vente,53260.0
10747,10747,2020-02-22,Vente,175000.0
10748,10748,2020-02-22,Vente,42500.0
10749,10749,2020-02-22,Vente,160850.0
10750,10750,2020-02-22,Vente,187735.0
10751,10751,2020-02-22,Vente,85310.0
10752,10752,2020-02-22,Vente,39500.0
10753,10753,2020-02-22,Vente,125550.0
10754,10754,2020-02-22,Vente,63500.0
10755,10755,2020-02-22,Vente,126500.0
10756,10756,2020-02-22,Vente,84300.0
10757,10757,2020-02-22,Vente,76600.0
10758,10758,2020-02-22,Vente,86000.0
10759,10759,2020-02-22,Vente,89500.0
10760,10760,2020-02-22,Vente,185000.0
10761,10761,2020-02-22,Vente,117000.0
10762,10762,2020-02-23,Vente,234000.0
10763,10763,2020-02-24,Vente,160000.0
10764,10764,2020-02-24,Vente,39900.0
10765,10765,2020-02-24,Vente,135700.0
10766,10766,2020-02-24,Vente,110000.0
10767,10767,2020-02-24,Vente,55000.0
10768,10768,2020-02-24,Vente,109000.0
10769,10769,2020-02-24,Vente,258300.0
10770,10770,2020-02-24,Vente,116000.0
10771,10771,2020-02-24,Vente,124720.0
10772,10772,2020-02-24,Vente,325000.0
10773,10773,2020-02-24,Vente,175000.0
10774,10774,2020-02-24,Vente,273000.0
10775,10775,2020-02-24,Vente,315000.0
10776,10776,2020-02-24,Vente,430000.0
10777,10777,2020-02-24,Vente,32000.0
10778,10778,2020-02-24,Vente,123000.0
10779,10779,2020-02-24,Vente,69500.0
10780,10780,2020-02-24,Vente,15000.0
10781,10781,2020-02-24,Vente,200000.0
10782,10782,2020-02-24,Vente,300000.0
10783,10783,2020-02-24,Vente,74000.0
10784,10784,2020-02-24,Vente,100000.0
10785,10785,2020-02-24,Vente,106000.0
10786,10786,2020-02-24,Vente,85000.0
10787,10787,2020-02-24,Vente,202000.0
10788,10788,2020-02-24,Vente,228975.0
10789,10789,2020-02-24,Vente,86000.0
10790,10790,2020-02-24,Vente,154150.0
10791,10791,2020-02-24,Vente,87000.0
10792,10792,2020-02-24,Vente,190000.0
10793,10793,2020-02-24,Vente,79500.0
10794,10794,2020-02-24,Vente,160000.0
10795,10795,2020-02-24,Vente,131000.0
10796,10796,2020-02-24,Vente,83600.0
10797,10797,2020-02-24,Vente,71500.0
10798,10798,2020-02-24,Vente,117500.0
10799,10799,2020-02-24,Vente,208800.0
10800,10800,2020-02-24,Vente,140000.0
10801,10801,2020-02-24,Vente,127800.0
10802,10802,2020-02-24,Vente,190570.0
10803,10803,2020-02-24,Vente,66590.0
10804,10804,2020-02-24,Vente,33768.0
10805,10805,2020-02-24,Vente,268060.0
10806,10806,2020-02-24,Vente,123000.0
10807,10807,2020-02-24,Vente,150000.0
10808,10808,2020-02-24,Vente,145700.0
10809,10809,2020-02-24,Vente,233900.0
10810,10810,2020-02-24,Vente,238600.0
10811,10811,2020-02-24,Vente,199500.0
10812,10812,2020-02-24,Vente,89000.0
10813,10813,2020-02-24,Vente,385000.0
10814,10814,2020-02-24,Vente,285000.0
10815,10815,2020-02-24,Vente,108750.0
10816,10816,2020-02-24,Vente,110000.0
10817,10817,2020-02-24,Vente,263570.0
10818,10818,2020-02-24,Vente,270000.0
10819,10819,2020-02-24,Vente,86000.0
10820,10820,2020-02-24,Vente,288500.0
10821,10821,2020-02-24,Vente,203000.0
10822,10822,2020-02-24,Vente,97000.0
10823,10823,2020-02-24,Vente,144000.0
10824,10824,2020-02-24,Vente,190090.0
10825,10825,2020-02-24,Vente,160000.0
10826,10826,2020-02-24,Vente,336000.0
10827,10827,2020-02-24,Vente,96000.0
10828,10828,2020-02-24,Vente,63685.0
10829,10829,2020-02-24,Vente,96800.0
10830,10830,2020-02-24,Vente,207000.0
10831,10831,2020-02-24,Vente,270000.0
10832,10832,2020-02-24,Vente,110595.0
10833,10833,2020-02-24,Vente,154000.0
10834,10834,2020-02-24,Vente,69000.0
10835,10835,2020-02-24,Vente,47600.0
10836,10836,2020-02-24,Vente,57500.0
10837,10837,2020-02-24,Vente,68834.0
10838,10838,2020-02-24,Vente,119000.0
10839,10839,2020-02-24,Vente,59000.0
10840,10840,2020-02-24,Vente,130000.0
10841,10841,2020-02-24,Vente,79900.0
10842,10842,2020-02-24,Vente,440000.0
10843,10843,2020-02-24,Vente,265000.0
10844,10844,2020-02-24,Vente,33000.0
10845,10845,2020-02-24,Vente,192120.0
10846,10846,2020-02-24,Vente,86000.0
10847,10847,2020-02-24,Vente,72000.0
10848,10848,2020-02-24,Vente,58000.0
10849,10849,2020-02-24,Vente,38500.0
10850,10850,2020-02-24,Vente,63000.0
10851,10851,2020-02-24,Vente,56754.0
10852,10852,2020-02-24,Vente,158500.0
10853,10853,2020-02-24,Vente,131000.0
10854,10854,2020-02-24,Vente,232000.0
10855,10855,2020-02-24,Vente,93000.0
10856,10856,2020-02-24,Vente,110000.0
10857,10857,2020-02-24,Vente,176000.0
10858,10858,2020-02-24,Vente,113500.0
10859,10859,2020-02-24,Vente,24000.0
10860,10860,2020-02-24,Vente,645000.0
10861,10861,2020-02-24,Vente,166000.0
10862,10862,2020-02-24,Vente,207900.0
10863,10863,2020-02-24,Vente,130300.0
10864,10864,2020-02-24,Vente,99000.0
10865,10865,2020-02-24,Vente,50000.0
10866,10866,2020-02-24,Vente,104500.0
10867,10867,2020-02-24,Vente,900000.0
10868,10868,2020-02-24,Vente,245000.0
10869,10869,2020-02-24,Vente,666000.0
10870,10870,2020-02-24,Vente,514010.0
10871,10871,2020-02-24,Vente,1100000.0
10872,10872,2020-02-24,Vente,1928040.0
10873,10873,2020-02-24,Vente,312000.0
10874,10874,2020-02-24,Vente,2015350.0
10875,10875,2020-02-24,Vente,1624500.0
10876,10876,2020-02-24,Vente,790000.0
10877,10877,2020-02-24,Vente,745900.0
10878,10878,2020-02-24,Vente,546640.0
10879,10879,2020-02-24,Vente,915000.0
10880,10880,2020-02-24,Vente,774000.0
10881,10881,2020-02-24,Vente,196000.0
10882,10882,2020-02-24,Vente,505000.0
10883,10883,2020-02-24,Vente,179000.0
10884,10884,2020-02-24,Vente,370000.0
10885,10885,2020-02-24,Vente,220381.0
10886,10886,2020-02-24,Vente,296000.0
10887,10887,2020-02-24,Vente,439000.0
10888,10888,2020-02-24,Vente,592965.0
10889,10889,2020-02-24,Vente,376000.0
10890,10890,2020-02-24,Vente,628000.0
10891,10891,2020-02-24,Vente,333900.0
10892,10892,2020-02-24,Vente,409000.0
10893,10893,2020-02-24,Vente,266000.0
10894,10894,2020-02-24,Vente,2680000.0
10895,10895,2020-02-24,Vente,434700.0
10896,10896,2020-02-24,Vente,108300.0
10897,10897,2020-02-24,Vente,84000.0
10898,10898,2020-02-24,Vente,172380.0
10899,10899,2020-02-24,Vente,58000.0
10900,10900,2020-02-24,Vente,156000.0
10901,10901,2020-02-24,Vente,205000.0
10902,10902,2020-02-24,Vente,193800.0
10903,10903,2020-02-24,Vente,235000.0
10904,10904,2020-02-24,Vente,517410.0
10905,10905,2020-02-24,Vente,184000.0
10906,10906,2020-02-24,Vente,115000.0
10907,10907,2020-02-24,Vente,173000.0
10908,10908,2020-02-24,Vente,175000.0
10909,10909,2020-02-24,Vente,139000.0
10910,10910,2020-02-24,Vente,245000.0
10911,10911,2020-02-24,Vente,112000.0
10912,10912,2020-02-24,Vente,153000.0
10913,10913,2020-02-24,Vente,210000.0
10914,10914,2020-02-24,Vente,199300.0
10915,10915,2020-02-24,Vente,256900.0
10916,10916,2020-02-24,Vente,302850.0
10917,10917,2020-02-24,Vente,223000.0
10918,10918,2020-02-24,Vente,201000.0
10919,10919,2020-02-24,Vente,150000.0
10920,10920,2020-02-24,Vente,337000.0
10921,10921,2020-02-24,Vente,112500.0
10922,10922,2020-02-24,Vente,120000.0
10923,10923,2020-02-24,Vente,132000.0
10924,10924,2020-02-24,Vente,83000.0
10925,10925,2020-02-24,Vente,433000.0
10926,10926,2020-02-24,Vente,240000.0
10927,10927,2020-02-24,Vente,108000.0
10928,10928,2020-02-24,Vente,52500.0
10929,10929,2020-02-24,Vente,505000.0
10930,10930,2020-02-24,Vente,154830.0
10931,10931,2020-02-24,Vente,360000.0
10932,10932,2020-02-24,Vente,142000.0
10933,10933,2020-02-24,Vente,55000.0
10934,10934,2020-02-24,Vente,238643.0
10935,10935,2020-02-24,Vente,129000.0
10936,10936,2020-02-24,Vente,60800.0
10937,10937,2020-02-24,Vente,26500.0
10938,10938,2020-02-24,Vente,50600.0
10939,10939,2020-02-24,Vente,160000.0
10940,10940,2020-02-24,Vente,229800.0
10941,10941,2020-02-24,Vente,115000.0
10942,10942,2020-02-24,Vente,122500.0
10943,10943,2020-02-24,Vente,212550.0
10944,10944,2020-02-24,Vente,220000.0
10945,10945,2020-02-24,Vente,250200.0
10946,10946,2020-02-24,Vente,156950.0
10947,10947,2020-02-24,Vente,67000.0
10948,10948,2020-02-24,Vente,315828.0
10949,10949,2020-02-24,Vente,231200.0
10950,10950,2020-02-24,Vente,403200.0
10951,10951,2020-02-24,Vente,77500.0
10952,10952,2020-02-24,Vente,360525.0
10953,10953,2020-02-24,Vente,272000.0
10954,10954,2020-02-24,Vente,302300.0
10955,10955,2020-02-24,Vente,449275.0
10956,10956,2020-02-24,Vente,197000.0
10957,10957,2020-02-24,Vente,255600.0
10958,10958,2020-02-24,Vente,349715.0
10959,10959,2020-02-24,Vente,283509.03
10960,10960,2020-02-24,Vente,389000.0
10961,10961,2020-02-24,Vente,135700.0
10962,10962,2020-02-24,Vente,122122.0
10963,10963,2020-02-24,Vente,82500.0
10964,10964,2020-02-24,Vente,156750.0
10965,10965,2020-02-24,Vente,237000.0
10966,10966,2020-02-24,Vente,100000.0
10967,10967,2020-02-24,Vente,183500.0
10968,10968,2020-02-24,Vente,487000.0
10969,10969,2020-02-24,Vente,537000.0
10970,10970,2020-02-24,Vente,193000.0
10971,10971,2020-02-24,Vente,187000.0
10972,10972,2020-02-24,Vente,126500.0
10973,10973,2020-02-24,Vente,177000.0
10974,10974,2020-02-24,Vente,255000.0
10975,10975,2020-02-24,Vente,291600.0
10976,10976,2020-02-24,Vente,297500.0
10977,10977,2020-02-24,Vente,383500.0
10978,10978,2020-02-24,Vente,689700.0
10979,10979,2020-02-24,Vente,90000.0
10980,10980,2020-02-24,Vente,257875.0
10981,10981,2020-02-24,Vente,161000.0
10982,10982,2020-02-24,Vente,230000.0
10983,10983,2020-02-24,Vente,270000.0
10984,10984,2020-02-24,Vente,175000.0
10985,10985,2020-02-24,Vente,242000.0
10986,10986,2020-02-24,Vente,111340.0
10987,10987,2020-02-24,Vente,139000.0
10988,10988,2020-02-24,Vente,140670.0
10989,10989,2020-02-24,Vente,264630.0
10990,10990,2020-02-24,Vente,175470.0
10991,10991,2020-02-24,Vente,60000.0
10992,10992,2020-02-24,Vente,50000.0
10993,10993,2020-02-24,Vente,164000.0
10994,10994,2020-02-24,Vente,127300.0
10995,10995,2020-02-24,Vente,137000.0
10996,10996,2020-02-24,Vente,313600.0
10997,10997,2020-02-24,Vente,215000.0
10998,10998,2020-02-25,Vente,442100.0
10999,10999,2020-02-25,Vente,640000.0
11000,11000,2020-02-25,Vente,156580.0
11001,11001,2020-02-25,Vente,435000.0
11002,11002,2020-02-25,Vente,44000.0
11003,11003,2020-02-25,Vente,68730.0
11004,11004,2020-02-25,Vente,58000.0
11005,11005,2020-02-25,Vente,120250.0
11006,11006,2020-02-25,Vente,212253.0
11007,11007,2020-02-25,Vente,267500.0
11008,11008,2020-02-25,Vente,185500.0
11009,11009,2020-02-25,Vente,50000.0
11010,11010,2020-02-25,Vente,228710.0
11011,11011,2020-02-25,Vente,186000.0
11012,11012,2020-02-25,Vente,136500.0
11013,11013,2020-02-25,Vente,39500.0
11014,11014,2020-02-25,Vente,36900.0
11015,11015,2020-02-25,Vente,128250.0
11016,11016,2020-02-25,Vente,131625.0
11017,11017,2020-02-25,Vente,235000.0
11018,11018,2020-02-25,Vente,179000.0
11019,11019,2020-02-25,Vente,54000.0
11020,11020,2020-02-25,Vente,240000.0
11021,11021,2020-02-25,Vente,93000.0
11022,11022,2020-02-25,Vente,92000.0
11023,11023,2020-02-25,Vente,472600.0
11024,11024,2020-02-25,Vente,170000.0
11025,11025,2020-02-25,Vente,55000.0
11026,11026,2020-02-25,Vente,109250.0
11027,11027,2020-02-25,Vente,175000.0
11028,11028,2020-02-25,Vente,34000.0
11029,11029,2020-02-25,Vente,293000.0
11030,11030,2020-02-25,Vente,84000.0
11031,11031,2020-02-25,Vente,80000.0
11032,11032,2020-02-25,Vente,68000.0
11033,11033,2020-02-25,Vente,176000.0
11034,11034,2020-02-25,Vente,59000.0
11035,11035,2020-02-25,Vente,29000.0
11036,11036,2020-02-25,Vente,232000.0
11037,11037,2020-02-25,Vente,123440.0
11038,11038,2020-02-25,Vente,130000.0
11039,11039,2020-02-25,Vente,141800.0
11040,11040,2020-02-25,Vente,50000.0
11041,11041,2020-02-25,Vente,45800.0
11042,11042,2020-02-25,Vente,86200.0
11043,11043,2020-02-25,Vente,53000.0
11044,11044,2020-02-25,Vente,95000.0
11045,11045,2020-02-25,Vente,262500.0
11046,11046,2020-02-25,Vente,113950.0
11047,11047,2020-02-25,Vente,157117.0
11048,11048,2020-02-25,Vente,30000.0
11049,11049,2020-02-25,Vente,142000.0
11050,11050,2020-02-25,Vente,106900.0
11051,11051,2020-02-25,Vente,183750.0
11052,11052,2020-02-25,Vente,120600.0
11053,11053,2020-02-25,Vente,195500.0
11054,11054,2020-02-25,Vente,157150.0
11055,11055,2020-02-25,Vente,178220.0
11056,11056,2020-02-25,Vente,275000.0
11057,11057,2020-02-25,Vente,280730.0
11058,11058,2020-02-25,Vente,147500.0
11059,11059,2020-02-25,Vente,253000.0
11060,11060,2020-02-25,Vente,232900.0
11061,11061,2020-02-25,Vente,284000.0
11062,11062,2020-02-25,Vente,200000.0
11063,11063,2020-02-25,Vente,130580.0
11064,11064,2020-02-25,Vente,159000.0
11065,11065,2020-02-25,Vente,162000.0
11066,11066,2020-02-25,Vente,100000.0
11067,11067,2020-02-25,Vente,180000.0
11068,11068,2020-02-25,Vente,85000.0
11069,11069,2020-02-25,Vente,149635.0
11070,11070,2020-02-25,Vente,62700.0
11071,11071,2020-02-25,Vente,164549.0
11072,11072,2020-02-25,Vente,94000.0
11073,11073,2020-02-25,Vente,90000.0
11074,11074,2020-02-25,Vente,79900.0
11075,11075,2020-02-25,Vente,157500.0
11076,11076,2020-02-25,Vente,35150.0
11077,11077,2020-02-25,Vente,125000.0
11078,11078,2020-02-25,Vente,80000.0
11079,11079,2020-02-25,Vente,212840.0
11080,11080,2020-02-25,Vente,106000.0
11081,11081,2020-02-25,Vente,89500.0
11082,11082,2020-02-25,Vente,133300.0
11083,11083,2020-02-25,Vente,100500.0
11084,11084,2020-02-25,Vente,73650.0
11085,11085,2020-02-25,Vente,192800.0
11086,11086,2020-02-25,Vente,33000.0
11087,11087,2020-02-25,Vente,52500.0
11088,11088,2020-02-25,Vente,97500.0
11089,11089,2020-02-25,Vente,63800.0
11090,11090,2020-02-25,Vente,328300.0
11091,11091,2020-02-25,Vente,128700.0
11092,11092,2020-02-25,Vente,43600.0
11093,11093,2020-02-25,Vente,83500.0
11094,11094,2020-02-25,Vente,70000.0
11095,11095,2020-02-25,Vente,188000.0
11096,11096,2020-02-25,Vente,113000.0
11097,11097,2020-02-25,Vente,223400.0
11098,11098,2020-02-25,Vente,58000.0
11099,11099,2020-02-25,Vente,215000.0
11100,11100,2020-02-25,Vente,270250.0
11101,11101,2020-02-25,Vente,76000.0
11102,11102,2020-02-25,Vente,62500.0
11103,11103,2020-02-25,Vente,44000.0
11104,11104,2020-02-25,Vente,73500.0
11105,11105,2020-02-25,Vente,590000.0
11106,11106,2020-02-25,Vente,429000.0
11107,11107,2020-02-25,Vente,213000.0
11108,11108,2020-02-25,Vente,483340.0
11109,11109,2020-02-25,Vente,750000.0
11110,11110,2020-02-25,Vente,215000.0
11111,11111,2020-02-25,Vente,358000.0
11112,11112,2020-02-25,Vente,2150000.0
